,title,abstract
923,Two New Drugs Help Relieve Sickle-Cell Disease. But Who Will Pay?,"Adakveo and Oxbryta could be revolutionary treatments, but each costs about $100,000 per year and must be taken for life."
924,"At the Westminster Dog Show: Top Dogs, Top Docs",America’s premier canine competition is not just a beauty contest. Supporting elite  athletes (and their owners) is a growing pack of massage and sports medicine specialists.
925,A Daily Aspirin for Pregnancy?,Pregnant women who take a daily baby aspirin may reduce the risk for premature birth.
926,How Morning and Afternoon People Can Get Along at Work,"Whether you’re a morning lark or a night owl, here are some tips to help you get along with that person who always seems to bother you at the wrong time."
927,"A Grim Landmark as Official Death Toll in China Tops 1,000","President Xi Jinping, accused of being aloof amid the crisis, made a very public appearance in Beijing."
928,"Coronavirus Epidemic Reaches Bleak Milestone, Exceeding SARS Toll","This outbreak has killed more people, and more quickly, than a previous epidemic."
929,You’re Not Listening. Here’s Why.,There’s an unconscious tendency to tune out people you feel close to because you think you already know what they are going to say.
930,An Alzheimer’s Treatment Fails: ‘We Don’t Have Anything Now’,"With high hopes, drugs to fight brain plaques were tested in people genetically destined to develop dementia. The drugs failed."
931,"As Deaths Mount, China Tries to Speed Up Coronavirus Testing","China is racing to screen ever more patients in Hubei Province, acknowledging that delays in diagnosing the virus are a major obstacle to controlling the epidemic."
932,"Doctors, Nurses and the Paperwork Crisis That Could Unite Them",They don’t always get along. But they are both under siege by the bureaucracy of a failing health care system.
933,"Bruce McEwen, 81, Is Dead; Found Stress Can Alter the Brain","A neuroscientist, he showed how an unrelenting barrage of stress hormones can break down the body, leading to disease, depression, obesity and more."
934,A Democrat Who Can Beat Trump,Why Amy Klobuchar still has a chance.
935,Grizzly Bear Death Rates Are Climbing,"Trains, cars and poaching have all contributed to a soaring number of fatalities, prompting fears for the grizzlies’ future."
936,Pangolins Are Suspected as a Potential Coronavirus Host,"The world’s most trafficked mammal may be involved in the Wuhan outbreak, but the evidence is far from clear."
937,Keeping Aging Muscles Fit Is Tied to Better Heart Health Later,"For men at least, entering middle age with plenty of muscle may lower the later risk of developing heart disease by more than 80 percent."
938,The Marketing of Stimulants for Children With A.D.H.D.,"Doctors must balance patients’ needs, parents’ concerns, pressure from pharmaceutical representatives and challenges from insurance companies."
939,"A Job Overseas, but Stranded by Coronavirus Travel Bans",A software engineer finds herself unable to return to her job in Hong Kong after the Philippine government banned travel to the city.
940,New Report on 138 Coronavirus Cases Reveals Disturbing Details,"A highly contagious patient, virus transmission inside a hospital and unexpected turns for the worse have emerged as part of the epidemic in China."
941,Her Grandmother Got the Coronavirus. Then So Did the Whole Family.,"“What kind of government is this?’ asks a family of three generations sickened by the new virus and desperate for care in Wuhan, the Chinese city at the center of the outbreak."
942,Where’s Xi? China’s Leader Commands Coronavirus Fight From Safe Heights,"Xi Jinping has backed out of the spotlight as the country faces its worst crisis in years, reflecting the political risks he faces if efforts to contain the virus fail."
943,"Deaths in China From Coronavirus Reach 811, Surpassing SARS Toll","The number of confirmed infections rose to 37,198, most of them in Hubei Province, Chinese officials said on Sunday."
944,She Had One Goal Before She Died: Finish That Last Marathon,Renee Seman ran six of the world’s major marathons after she learned she had breast cancer.
945,"The Coronavirus Hits Hong Kong? Quick, Toilet Paper!",The irrational comforts of a panic-shopping spree.
946,Nearly a Third of Teens Use One or More Tobacco Products,"While e-cigarettes are still the most popular, teenagers are also smoking other items like cigarillos — another worrisome sign for nicotine addiction, the C.D.C. says."
947,Looking on the Bright Side May Be Good for Your Health,A number of recent long-term studies has linked greater optimism to a lower risk of developing cardiovascular disease and other chronic ailments and to fostering “exceptional longevity.”
948,Democrats Ask Supreme Court for Quick Decision on Obamacare,"The case could end the Affordable Care Act, but keeping the issue in the public eye could help them politically."
949,What They Paid to Make a Baby (or 2),Not everyone who uses I.V.F. winds up with a baby. Five families who did reveal their out-of-pocket costs.
950,Troubled Children’s Hospital Is Sued Over Toddler Who Died After Surgery,North Carolina Children’s Hospital and several of its doctors are accused of failing to warn parents about known problems within the pediatric heart surgery program.
951,"An American Dies From the Virus in Wuhan, China","American officials say that for weeks, China has ignored all offers of help from disease-fighting agencies."
952,‘I Keep Hearing Painful Coughs’: Life on Quarantined Cruise Ship,More than 60 cases of the new coronavirus were found on the Diamond Princess ship as Japanese health officials screened the passengers. They even let people outside for a bit.
953,"Perry Hoffman, 75, Dies; Saw Family Support as Key to Psychiatric Care","Dr. Hoffman established a family network to help people with borderline personality disorder, a support system that become a model for other conditions."
954,How to Deal With January Crowds at the Gym,For new folks: Welcome! Gyms are often big and loud and full of sweaty bodies. It’s very weird!
955,Wuhan Rounds Up the Infected as Death Toll in China Jumps,Health officials are focusing on faster diagnoses of the coronavirus. A Chinese doctor who warned of the outbreak has died.
956,Can We Please Just Blame the Virus?,Censorship can’t stop an epidemic. Who knew.
957,"Mourning My Mom, One Red Carpet at a Time","The ritual of watching Hollywood awards show coverage helps keep my mom’s voice from fading, if only through the texts I imagine her sending."
958,‘What if We All Get Sick?’: Coronavirus Strains China’s Health System,"To fight the expanding outbreak, the country is relying on a medical system that is overburdened even in normal times."
959,When the Teenager or Young Adult Has Cancer,Adolescents and young adults are a special population of cancer patients.
960,"Christina Koch Lands on Earth, and Crosses a Threshold for Women in Space","The astronaut completed three all-female spacewalks and set a record for time in space, but you should remember her for much more."
961,The Role of Memes in Teen Culture,Memes can provide an opening for parents to talk to adolescents about serious issues like coronavirus or the possibility of war.
962,China Clamps Down on Coronavirus Coverage as Cases Surge,"Public frustrations were once left uncensored online, and news outlets reported rigorously on the epidemic. Those days may be past."
963,China Begins Testing an Antiviral Drug in Coronavirus Patients,"Patients in a clinical trial will receive a placebo or remdesivir, which has shown promise in laboratory studies."
964,Working at Equinox: ‘It’s Very Hunger Games’,"Working for the high-end gym chain seems glamorous, but for many trainers the schedule is unforgiving, the pay low and the turnover high."
965,"As Coronavirus Spreads, Face Mask Makers Go Into Overdrive",A factory in western France has become an unlikely outpost to help overcome a severe shortage as supplies dry up in China.
966,Why the New Coronavirus (Mostly) Spares Children,"So far, very few young children seem to be falling ill. The pattern was seen in outbreaks of SARS and MERS, too."
967,Hospitals Sue Trump to Keep Negotiated Prices Secret,"The administration wants to require hospitals to reveal the rates they privately negotiate with insurers for all sorts of procedures, amid the public outcry over surprise medical bills."
968,Fear and Takeout: 14 Days in Coronavirus ‘Self-Quarantine’,"Hundreds of Americans who recently traveled to China are isolating themselves in basements and dorm rooms, waiting to see if they develop symptoms of the dangerous virus."
969,Hair Dyes and Straighteners May Raise Breast Cancer Risk for Black Women,A new study finds a weak link between coloring and straightening treatments and breast cancer. But experts caution the results are far from certain.
970,How Monkeys Taught Me to Appreciate Teen Sleepovers,One of our chief jobs as parents is to encourage our kids to make and maintain strong friendships. It is one of the skills they will need most in life.
971,Losing Track of Time in the Epicenter of China’s Coronavirus Outbreak,People in Wuhan line up for groceries and medical checkups — and are skeptical of official reassurances.
972,"Another H.I.V. Vaccine Fails a Trial, Disappointing Researchers","After more than 30 years of research, 1.7 million people are still infected each year with the virus that causes AIDS."
973,Why Fruits and Vegetables May Lower Alzheimer’s Risk,"Flavonols, found in fruits and vegetables, were tied to a lower risk of Alzheimer’s disease."
974,Why Is America So Depressed?,"It’s no coincidence that our politics and our mental health have declined so rapidly, at the same time."
975,"Deaths in China Rise, With No Sign of Slowdown","Hyundai is suspending production in South Korea amid supply chain problems linked to the coronavirus, and Japan quarantined a cruise ship where 10 infections were found."
976,"Meat Increases Heart Risks, Latest Study Concludes",A new study found a meat-heavy diet carries a small but increased risk of cardiovascular disease.
977,"Weekly Health Quiz: Exercise, Fat and Food",Test your knowledge of this week’s health news.
978,Coronavirus Crisis Shows China’s Governance Failure,"As the Communist Party cements control, more officials worry about pleasing their bosses than taking care of the people."
979,Spreading Along With the Coronavirus: Confusion,"People with travel plans to China and other Asian countries, are looking for answers about flight cancellations, refunds and, chiefly, safety."
980,"Dr. Leonard Shengold, 94, Psychoanalyst Who Studied Child Abuse, Dies",He said mistreating and neglecting children amounted to “soul murder” — a deliberate attempt to crush or eradicate the personality of a vulnerable young person.
981,"A Fake Pharmacist, 745,000 Prescriptions and a $7.5 Million Settlement","For over a decade, Kim Thien Le handled hundreds of thousands of prescriptions without a license, including many for highly addictive opioids like oxycodone, prosecutors in California have said."
982,"The Heavier the Baby, the Fitter the Young Adult?","As birth weight increased, so did levels of cardiovascular fitness at ages 17 to 25, a Swedish study found."
983,Giving the Gift of Mobility in a City Locked Down by Coronavirus,"Wearing a powder blue protective suit, face mask and goggles, Zhang Lei ferries Wuhan residents, especially the elderly, to buy groceries, get medicine and go to the hospital."
984,Philippines Reports First Coronavirus Death Outside China,"A 44-year-old man who traveled from Wuhan, China, the center of the outbreak, died in the Philippines, officials said."
985,"200,000 Uninsured Americans to Get Free H.I.V.-Prevention Drugs",A new government program will provide donated drugs through major drugstore chains.
986,Elizabeth Warren Isn’t Talking Much About ‘Medicare for All’ Anymore,"There are signs her campaign is seeking to calm fears about her health care proposal, including having small meetings with rural Iowa voters to explain her financing and transition plans."
987,This Woman Wants to Help Regulate Your Period With Food,Can dietary and lifestyle changes help women dealing with complex and confounding hormonal issues? Alisa Vitti thinks so.
988,"In the U.S., an Angioplasty Costs $32,000. Elsewhere? Maybe $6,400.",A study of international prices finds American patients pay much more across a wide array of common services.
989,"China, Desperate to Stop Coronavirus, Turns Neighbor Against Neighbor","The authorities hunt for people from Wuhan, the center of the outbreak, encouraging citizens to inform on others. Even those without symptoms are being ostracized."
990,Stocks Sink as Markets Open in China,"As the overall death toll passed 360, a quarantine is being expanded in Wuhan, the central Chinese city where the coronavirus began."
991,Rush Limbaugh Reveals He Has Advanced Lung Cancer,"The conservative radio talk show host said during a live radio broadcast on Monday that he would keep working, but would take some days off to work out a treatment plan."
992,Martin Shkreli Faces New Accusations Over High-Priced Drug,A lawsuit by the Federal Trade Commission and New York’s attorney general says his company blocked generic rivals after sharply raising the cost of Daraprim.
993,She Was Losing Fistfuls of Hair. What Was Causing It?,"Sudden hair loss may seem alarming, but it may be caused by a temporary stress and grow back."
994,China Pledged to Build a New Hospital in 10 Days. It’s Close.,"State news outlets reported that the 1,000-bed facility would accept patients from Monday even as construction workers raced to complete it."
995,Helping Teenagers With Menstrual Pain,"Painful periods are common around the world but, with treatment, should not cause a teenager to miss school, sports or social outings."
996,Trump Defends Closing Borders to Travelers to Fight Coronavirus,"In an interview with Sean Hannity of Fox News, President Trump insulted his potential 2020 rivals, lamented impeachment and defended his administration’s coronavirus policies."
997,There Will Be Blood. And It Will Be in Your Face.,Some help — and commiseration — for all the heavy blushers out there.
998,"Dr. Janette Sherman, 89, Early Force in Environmental Science, Dies","In one case, discovering that autoworkers shared the same diseases, she pinpointed the cause as chemicals in the factories — not, as was thought, cigarettes."
999,China Increasingly Walled Off as Countries Seek to Stem Coronavirus,"The number of deaths from the virus outbreak rose to 304 and the number of cases soared to more than 14,000 as Australia and Japan joined the United States in imposing travel restrictions."
1000,How to Protect New York’s Jews,Here are concrete steps to combat anti-Semitic violence.
1001,195 Quarantined in California After Fleeing Coronavirus Epicenter,"The U.S. government took the rare step with American evacuees flown home from Wuhan, China, and said it would quarantine others returning from recent travel in the region."
1002,What to Consider Before Trading Your Health Data for Cash,Don’t trade away your health data without considering the potential issues first.
1003,How Bad Will the Coronavirus Outbreak Get? Here Are 6 Key Factors,Here’s what early research says about how the pathogen behaves and the factors that will determine how far it will spread.
1004,The 2019 Good Tech Awards,It’s true! Some tech companies had a positive social impact this year.
1005,"As Virus Spreads, U.S. Temporarily Bars Foreigners Who’ve Visited China",Most foreign nationals will not be allowed to enter the United States if they’ve been to China in the preceding two weeks.
1006,Coronavirus Thwarts Business Travelers Who ‘Need to Be in the Room’,The growing uncertainty over the safety of visiting or leaving China is bedeviling companies around the world.
1007,"If ‘Pain Is an Opinion,’ There Are Ways to Change Your Mind","All pain is real, but it’s also true that it’s “made by the brain” and that we can exert some control over it."
1008,The Crisis in Youth Suicide,"Too often, suicide attempts and deaths by suicide, especially among the young, become family secrets that are not investigated and dealt with in ways that might protect others from a similar fate."
1009,Inside the California Military Base a Coronavirus Evacuee Tried to Flee,The 195 Americans who flew from China to California were first told they must clear medical tests that could take 72 hours or many days. Now they are all being quarantined for two weeks.
1010,Coronavirus Anger Boils Over in China and Doctors Plead for Supplies,"A man was detained after beating up a doctor in Wuhan, and medical staff members are wearing raincoats to protect against infection."
1011,Neanderthal Genes Hint at Much Earlier Human Migration From Africa,"Modern humans may have left the continent as long as 200,000 years ago, a new analysis suggests."
1012,Climate Change and Political Chaos: A Deadly Mix in Honduras Dengue Epidemic,"Rising temperatures are increasing the range of disease-bearing mosquitoes globally. But in Honduras, the effects are compounded by government dysfunction and criminal gangs."
1013,Teens Find a Big Loophole in the New Flavored Vaping Ban,"The policy allows mint, dessert and fruit flavors to continue to be sold in disposable e-cigarettes, prompting many teens to switch from Juul to those devices."
1014,Coronavirus and the Panic Epidemic,The Chinese government is going all-out because it knows the people don’t entirely trust it.
1015,We Lost Our Son to Suicide. Here’s How We Survived.,"I tried many of the supports available to help parents heal, like therapy, support groups, exercise and finding a way to honor our son’s memory."
1016,"Eat Natto, Live Longer?","Men and women who ate fermented soy products like natto, miso and tempeh had lower rates of cardiovascular disease and early death."
1017,7 Questions With Jazz Jennings of TLC’s ‘I Am Jazz’,Her transition has been documented in the public eye for more than a decade. The newest season of her reality show began this week.
1018,Altria Takes a $4.1 Billion Hit on Juul Stake,"After an earlier write-down of $4.5 billion, the tobacco giant’s stake in the vaping start-up is now worth one-third of what it paid in 2018."
1019,"More Than 7,700 Cases of Coronavirus Recorded Worldwide","Chinese officials have confirmed over 7,700 cases of the mysterious illness as foreign governments airlifted their citizens out of Wuhan, the outbreak’s epicenter."
1020,Discovering My Hips in Hula Dancing,"After a lifetime of not communicating with your hips, it’s not so easy to figure out how to sway."
1021,"Coronavirus Deaths Are So Far Mostly Older Men, Many With Previous Health Issues","As China released details about the first 17 people who have died in the outbreak, a well-known SARS expert raised an alarm about the virus’s spread, saying he felt “powerless.”"
1022,Fish Oil Supplements Tied to Sperm Health,"Young men who took fish oil supplements had higher sperm counts, a greater sperm volume and larger average testicular size."
1023,F.D.A. Warns Purell to Stop Claiming It Can Prevent Ebola or Flu,The Food and Drug Administration told the maker of Purell hand sanitizers to discontinue marketing campaigns that the agency complained also included claims for avoiding illness from other viruses.
1024,"Coronavirus: Death Toll Climbs, and So Does the Number of Infections",The number of known cases of the new virus rose by nearly a third overnight. A shortage of test kits has led experts to warn that the real number may be higher.
1025,Science Under Attack: How Trump Is Sidelining Researchers and Their Work,"In three years, the administration has diminished the role of science in policymaking while disrupting research projects nationwide. Experts say the effects could be felt for years."
1026,My Phoneless 11-Year-Old Was Lost in Manhattan and Survived,I’m sticking to my principles on not getting smartphones for my tweens — even though my child got lost on the dark streets of New York City.
1027,Leaving Shanghai as the Coronavirus Extended Its Reach,"There was a getting-out-of-Dodge feeling as we boarded the airplane, although airplanes — with their recycled air — are very effective settings for the spread of respiratory infections."
1028,Coronavirus Outbreak Tests World’s Dependence on China,"As British Airways cancels flights and automakers close factories, businesses consider how to cope without the country’s vast factories and thriving consumer culture."
1029,U.S. Accuses Harvard Scientist of Concealing Chinese Funding,"Prosecutors say Charles M. Lieber, the chair of Harvard’s chemistry department, lied about contacts with a Chinese state-run initiative that seeks to draw foreign-educated talent."
1030,How Do Bats Live With So Many Viruses?,They are considered the probable source of the coronavirus outbreak spreading from China. It turns out that they may have an immune system that lets them coexist with many disease-causing viruses.
1031,9/11 Workers May Be at Higher Cancer Risk,"Ground zero workers had higher rates of cancer, especially prostate and thyroid cancers and leukemia."
1032,A Divided Hong Kong Confronts the Arrival of the Coronavirus,Hong Kong announced the shutdown of major rail passenger links and limits on flights coming from the mainland. China will stop issuing visas for individual travelers to the territory.
1033,Access to Care May Explain Disparities in Prostate Cancer Outcomes,Disparities in medical care may account for why African-American men with prostate cancer are almost twice as likely to die as white men with the disease.
1034,Alarm Grows as Markets Tumble and Death Toll Rises,"Health officials in the United States said more than 100 people were being evaluated for possible infection. Of the nearly 3,000 people who have contracted the virus, the vast majority live in China."
1035,Guantánamo Testimony Exposes Role of Doctors in C.I.A. Interrogations,"The hearings have showed the role of medical professionals, including keeping count during waterboarding sessions, in the agency black sites where prisoners were tortured."
1036,We Made the Coronavirus Epidemic,"It may have started with a bat in a cave, but human activity set it loose."
1037,"As Coronavirus Fears Intensify, Effectiveness of Quarantines Is Questioned","Amid news the coronavirus is spreading at an accelerating rate, concern is growing that China’s lockdown of cities may not only have come too late but could even make the situation worse."
1038,Chinese Officials Race to Contain Anger Over Virus,"With public fury rising, the government acted on several fronts to show resolve in the face of the gravest political crisis in years."
1039,"As Virus Spreads, Anger Floods Chinese Social Media","The sheer volume of criticism of the government, and the sometimes clever ways that critics dodge censors, are testing Beijing’s ability to control the narrative."
1040,"In Coronavirus, a ‘Battle’ That Could Humble China’s Strongman","With Xi Jinping firmly in control, the Chinese government has stepped up its response to the Wuhan crisis, but the effort has been plagued by bureaucracy and a lack of transparency."
1041,A Prairie Flower That Flourishes With Fire,Research over two decades on prairie land in western Minnesota shows how controlled burns encouraged a plant to generate seeds.
1042,The Coronavirus: What Travelers Need to Know,"Airlines are suspending direct flights to mainland China, and U.S. health officials are warning travelers to avoid all nonessential trips to the country, the center of the outbreak."
1043,"They’re Stealthy at Sea, but They Can’t Hide From the Albatross",Researchers outfitted 169 seabirds with radar detectors to pinpoint vessels that had turned off their transponders.
1044,"Coronavirus Exposes Core Flaws, and Few Strengths, in China’s Governance","While China can mobilize a huge national response to the outbreak, its response to the crisis is also a lesson in how the country’s political weak points can carry grave consequences for world health."
1045,Effects of Coronavirus Begin Echoing Far From Wuhan Epicenter,"Hong Kong closed its schools for several weeks, Beijing began limiting bus travel in and out of the capital and China’s travel association suspended tour groups of citizens heading overseas."
1046,A Change in Medicare Has Therapists Alarmed,"Medicare revamped its reimbursement policy for physical, occupational and speech therapy in nursing homes. That has left some patients with less help."
1047,"Texas Student May Have Wuhan Coronavirus, as Dozens in U.S. Are Monitored","Health officials said they were keeping the Texas A&M student, who had traveled to China, isolated at home."
1048,Panic and Criticism Spread on Chinese Social Media Over Coronavirus,Chinese citizens are overcoming a lack of reporting on the crisis in the state-run media by sharing their own videos and information about the coronavirus outbreak.
1049,"Many in China Wear Them, but Do Masks Block Coronavirus?","They may help, but experts say it’s more important to wash your hands."
1050,Toll From Outbreak Climbs in China as Infections Reach Europe and Australia,"Shanghai Disneyland shut down, hospitals pleaded for help, France reported three cases and the youngest victim so far was identified."
1051,"Weekly Health Quiz: Memory, Canker Sores and Exercise for Mental Health",Test your knowledge of this week’s health news.
1052,6 Items to Stuff in Your Ski Jacket Pockets,"Sure, you’ll remember gloves and a helmet. But there’s other important gear to bring along for a successful day on the slopes."
1053,Drinking Tea Tied to Better Heart Health,"Chinese men and women who drank more than three cups of tea a week had a lower risk of heart attack, stroke and other fatal problems."
1054,"Coronavirus Death Toll Climbs in China, and a Lockdown Widens","At least 25 people have died and more than 800 have been sickened by the mysterious illness, health officials said. The travel restrictions imposed on Wuhan were extended to at least four more cities."
1055,Scale of China’s Wuhan Shutdown Is Believed to Be Without Precedent,"In sealing off a city of 11 million people, China is trying to halt a coronavirus outbreak using a tactic with a complicated history of ethical concerns."
1056,"China’s Battle With a Deadly Coronavirus, in Photos",Here are the latest images as the country confronts a major public health crisis.
1057,"On a Nude Beach With My Parents, Baring Almost All",My Speedo stayed on but my secrets came out.
1058,"Having Children, Breastfeeding May Cut Risk of Early Menopause",Pregnancy and breastfeeding may cut the risk of entering menopause before age 45.
1059,How China’s Virus Outbreak Could Threaten the Global Economy,Markets have tumbled as investors worry that Chinese shoppers will stay home for the Lunar New Year holiday and beyond. Economists say the possible impact isn’t yet clear.
1060,My Son’s Friends Use Slurs in Online Games. What Can I Do?,"You might say to your son, “While your friends might think they’re being funny or cool, words can do harm, and repeating slurs is fundamentally degrading to the groups they are used against.”"
1061,Democrats Who Flipped Seats in 2018 Have a 2020 Playbook: Focus on Drug Costs,"House Democrats in key swing districts hope the debate over rising costs will give them a decisive advantage next year, especially in suburbs where President Trump remains unpopular."
1062,Insys Founder Gets 5½ Years in Prison in Opioid Kickback Scheme,"The company executive, John Kapoor, was accused of bribing doctors and misleading insurers to increase sales of a highly addictive painkiller."
1063,"Wuhan, Center of Coronavirus Outbreak, Is Being Cut Off by Chinese Authorities","The sudden restrictions — announced after the official death toll nearly doubled — could upend the travel plans of millions of Chinese citizens, who travel in huge numbers during the Lunar New Year holiday."
1064,A Guide Dog for Nightmares,How a dog named Bentley helped a young dancer heal from the abuse of the former physician Larry Nassar.
1065,Trump Moves to Block Visas for Pregnant Women on ‘Birth Tourism’,The Trump administration granted visa officers more power to block pregnant women from visiting the United States if applicants were believed to be traveling to give birth.
1066,My Father’s Passport,"Against the advice of his oncologist, my father was unplugging himself, demanding to be released not only from the hospital, but from life as we know it. It felt like a victory."
1067,Do Our Babies Need to Move More?,A study that used activity trackers to monitor babies found associations between infants’ movement and levels of fat.
1068,The Nursing Shortage Is Threatening Our Care,"“It’s gone from the human touch to ‘get it done and get it billed,’” one nurse said."
1069,Michael Bloomberg’s Health Care Plan: A ‘Public Option’ and Caps on Patient Fees,"Mr. Bloomberg’s proposal, which would offer a government alternative to private health insurance, is similar to plans from some of his more moderate rivals in the 2020 race."
1070,"Wuhan Beyond the Coronavirus: Steel, Cars and Spicy Noodles",The Chinese city of 11 million embodies the country’s surge from grinding poverty to industrial powerhouse.
1071,China Silences Critics Over Deadly Virus Outbreak,"Beijing has responded faster to the new threat than it did with SARS, but it still silences and punishes those who veer from the official line, with potentially damaging consequences."
1072,Wuhan Coronavirus Map: Tracking the Spread of the Outbreak,The virus has sickened tens of thousands of people in China and a number of other countries.
1073,Stress Really Does Make Hair Go Gray Faster,"The same nerves involved in the fight-or-flight response can cause permanent damage to the cells responsible for producing hair color in mice, scientists have found."
1074,Treating Regret,"Despite the pervasiveness of regret, doctors often overlook it."
1075,"For Millennials Making Their Way, a Detour: To Caregiving",Here is a concern that baby boomers might not have thought of: Their children could be taking care of them while still in their 20s or 30s.
1076,"M.R.I.s Can Better Detect Cancer in Women With Dense Breasts, Study Finds","A large study found that M.R.I.s detected tumors missed by mammograms, cutting interval cancers by half or more."
1077,"We’re Getting Old, but We’re Not Doing Anything About It","Like climate change, the aging of America demands a serious rethinking of the way we live."
1078,This Company Says It Will Fix Your Smile. It May Shush You if It Doesn’t.,"SmileDirectClub, which sells teeth aligners online, has worked to limit information about customer dissatisfaction."
1079,University Reverses Its Decision to Stop Accepting Medicaid,The announcement that Brigham Young University-Idaho students on Medicaid would have to buy private insurance or drop out had caused an uproar.
1080,"Don’t Get Mad, but ‘Hangry’ Isn’t Really Angry","Anger comes in many flavors, it turns out, and the hunger-induced variety isn’t quite like the others."
1081,Childhood Obesity Is a Major Problem. Research Isn’t Helping.,Something is missing with many study methods.
1082,Eating More Vegetables Did Not Affect Prostate Cancer Progression,Men with early stage prostate cancer did not show benefits from a vegetable-rich diet.
1083,Rejecting the Name My Parents Chose,I was named for the main character in “Little Women.” Changing my name may be the most Jo March-like decision I could have made.
1084,Measles Cases Continue to Rise Around the World,"Nearly a quarter of a million people in the Democratic Republic of Congo are thought to have been infected by measles in 2019 alone, the World Health Organization said."
1085,Deadly Mystery Virus Reported in 2 New Chinese Cities and South Korea,"The spread of the pneumonialike illness to two other cities comes ahead of the Lunar New Year, when hundreds of millions will travel."
1086,"Lessons for Americans, From a Chinese Classroom","Observing how Chinese 2- and 3-year-olds navigated a second language, I wondered whether I could have done this for my children."
1087,She Takes a Hands-On Approach to Health Care,Sheila Davis runs a nonprofit that focuses on bringing modern medicine to the world’s poorest and sickest communities.
1088,He Had a Temporary Blast of Amnesia. What Was Going On?,The man lost his memory and then quickly got it back. Doctors were perplexed when tests ruled out seizure and stroke.
1089,Poverty Impacts Access to Health Care. These Women Are Trying to Change That.,A look at three women who are working to make people with low incomes healthier.
1090,"The Costly, Life-Disrupting Consequences of Poor Diabetes Care","At least three out of four diabetics do not adequately control the four major factors that increase the risk of serious complications: blood glucose, blood pressure, blood cholesterol and smoking."
1091,"Stranded on Border, This Migrant Became the Camp Doctor","A Cuban doctor waiting for asylum in the United States has become the only full-time physician at a makeshift encampment for 2,500 migrants in Mexico."
1092,Medicare’s Part D Doughnut Hole Has Closed! Mostly. Sorta.,"The drug coverage gap was widely loathed, but the new scheme may still leave some older Americans holding the bag."
1093,Three U.S. Airports to Check Passengers for a Deadly Chinese Coronavirus,"Passengers from Wuhan, China, will be screened at J.F.K. beginning Friday night, and in San Francisco and Los Angeles starting on Saturday."
1094,Supreme Court to Consider Limits on Contraception Coverage,The justices will weigh Trump administration regulations allowing employers to refuse to provide access to birth control on religious or moral grounds.
1095,‘Public Option’ Draws Voters Unsure About ‘Medicare for All’,"Anxious about the cost of a single-payer health system, more voters now support the idea of a government-run plan that would compete with private insurance."
1096,"‘I’m 17 Years Old, and I’m Terrified’: The Issues Our Readers Hope Come Up at the Democratic Debate","Ahead of the Democratic debate on Wednesday, we asked Times readers what issues they most wanted the presidential candidates to discuss, and why."
1097,Ayanna Pressley Opens Up About Living With Alopecia and Hair Loss,The congresswoman from Massachusetts said that she was making peace with the condition in a video released on Thursday.
1098,How Anti-Vaccine Activists Doomed a Bill in New Jersey,"Angry parents, an ultra-Orthodox Jewish group and anti-vaccine celebrities rallied to outmatch one of the state’s most powerful elected leaders."
1099,New York Progressives Meet Immovable Object: A $6 Billion Budget Gap,"Raise taxes? Cut state programs? Neither option is ever desirable, especially in a year when every state lawmaker is up for re-election."
1100,"Run a First Marathon, and Your Arteries May Look 4 Years Younger","Training for and finishing a marathon can leave arteries more flexible, healthy and biologically younger than before."
1101,Obamacare Ruling May Spare Republicans Some Political Pain,"The practical effect of the decision is likely to be months of delays, pushing the final outcome of the case beyond the 2020 election."
1102,Blood Pressure Patterns Are Different for Women,"High blood pressure tends to begin at a younger age in women than men, and rises faster, a new study reports."
1103,"Democrats Love Free College, Until You Offer Them More Options",A new survey finds that Democrats haven’t fully embraced progressive policy proposals like free college and Medicare for all.
1104,Another Disability Disaster in the Making,The Trump administration’s Social Security proposal would repeat one of Ronald Reagan’s most damaging mistakes.
1105,Why Americans Love Social Security,"Bold public programs, available to everyone regardless of need, are political winners."
1106,"Queen’s Speech Promises Brexit Soon, and Ambitious Domestic Agenda","To deliver what British prime minister Boris Johnson calls the “people’s priorities,” sharp spending increases are promised for health care and the police."
1107,This Strange Microbe May Mark One of Life’s Great Leaps,An organism living in ocean muck offers clues to the origins of the complex cells of all animals and plants.
1108,It’s Enrollment Time for Obamacare,"Many people will find more choices and lower premiums, but it’s still “buyer, beware” on plans outside government marketplaces."
1109,Trump Warns a Flavor Ban Would Spawn Counterfeit Vaping Products,"The president again questioned the need for restrictions on e-cigarettes aimed at curbing use among teenagers, who tend to favor fruit and mint flavors."
1110,"I’m Six Weeks Pregnant, and I’m Telling the World",Against the mandatory secret first trimester.
1111,Is Screen Time Really Bad for Kids?,"It depends on many factors, including what you even mean by “screen time.”"
1112,"Doctors Win Again, in Cautionary Tale for Democrats","Surprise billing legislation suddenly stalled. Like “Medicare for all,” the proposal would have lowered the pay of some physicians."
1113,Dying in the Neurosurgical I.C.U.,"In cases of brain death or neurologically devastating injury, poor communication can make painful situations even harder."
1114,"Air Pollution, Evolution, and the Fate of Billions of Humans",It’s not just a modern problem. Airborne toxins are so pernicious that they may have shaped our DNA over millions of years.
1115,Five Who Spread Hope in 2019,"In a year of many dispiriting headlines, Fixes still found the better angels of human nature at work."
1116,How Insects Cope When Blood Rushes to Their Heads,Grasshoppers have to deal with blood pressure issues when they are upside down.
